time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-05T19:03:06.730Z,38.1645,-117.9018,4,0.9,ml,11,105.15,0.015,0.04,nn,nn00757155,2020-07-05T19:06:58.063Z,"30 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-05T18:55:56.920Z,38.1877,-117.885,5.2,0.7,ml,11,111.63,0.01,0.01,nn,nn00757151,2020-07-05T19:03:58.001Z,"29 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-05T18:53:49.881Z,65.01,-148.8094,17.7,0.7,ml,,,,0.39,ak,ak0208lkj611,2020-07-05T18:58:32.885Z,"29 km ESE of Minto, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-05T18:53:36.870Z,36.4843333,-117.9668333,9.69,1.81,ml,20,93,0.1016,0.15,ci,ci39280703,2020-07-06T17:26:51.637Z,"15km SE of Lone Pine, CA",earthquake,0.25,0.55,0.139,10,reviewed,ci,ci
2020-07-05T18:53:29.260Z,36.481,-117.9655,9.95,1.8,ml,20,113,0.1011,0.18,ci,ci37449861,2020-07-06T17:42:43.139Z,"15km SE of Lone Pine, CA",earthquake,0.32,0.61,0.156,5,reviewed,ci,ci
2020-07-05T18:50:01.957Z,-14.926,167.3646,120.52,5.9,mww,,112,0.541,0.88,us,us7000aid9,2020-07-06T20:01:17.040Z,"33 km ENE of Port-Olry, Vanuatu",earthquake,9.7,5.3,0.06,27,reviewed,us,us
2020-07-05T18:46:00.050Z,38.1552,-117.9847,6.6,0.8,ml,9,214.16,0.036,0.05,nn,nn00757148,2020-07-05T18:54:36.871Z,"28 km SSE of Mina, Nevada",earthquake,,2.8,,,automatic,nn,nn
2020-07-05T18:39:13.031Z,44.514,-115.2793,10,3,ml,,84,0.416,1.05,us,us7000aid2,2020-07-06T15:26:06.290Z,"42 km NW of Stanley, Idaho",earthquake,2,2,0.04,84,reviewed,us,us
2020-07-05T18:38:14.680Z,35.8371667,-117.654,10.3,0.88,ml,13,94,0.05064,0.12,ci,ci39280695,2020-07-05T18:41:52.034Z,"24km WNW of Searles Valley, CA",earthquake,0.39,0.8,0.178,11,automatic,ci,ci
2020-07-05T18:37:09.385Z,31.6603,-104.427,5,2.4,mb_lg,,138,0.432,0.37,us,us7000aicz,2020-07-05T18:50:25.040Z,"57 km S of Whites City, New Mexico",earthquake,1.6,1.8,0.098,27,reviewed,us,us
2020-07-05T18:30:49.890Z,38.1455,-118.0075,1.9,0.5,ml,9,140.78,0.035,0.07,nn,nn00757144,2020-07-05T18:35:37.691Z,"28 km SSE of Mina, Nevada",earthquake,,9.9,,,automatic,nn,nn
2020-07-05T18:27:40.230Z,38.7866669,-122.7711639,1.77,0.16,md,11,110,0.01462,0.01,nc,nc73422121,2020-07-05T18:55:03.540Z,"2km NW of The Geysers, CA",earthquake,0.3,0.6,0.09,2,automatic,nc,nc
2020-07-05T18:26:51.583Z,-6.7563,131.9138,24.43,4.7,mb,,154,1.362,1.08,us,us7000aicy,2020-07-05T19:09:07.040Z,"155 km SW of Tual, Indonesia",earthquake,8.1,2.6,0.142,15,reviewed,us,us
2020-07-05T18:05:44.530Z,35.6088333,-117.4905,9.18,0.47,ml,4,209,0.03207,0.08,ci,ci37449949,2020-07-07T05:21:50.870Z,"17km E of Ridgecrest, CA",earthquake,1.85,0.53,0.06,3,reviewed,ci,ci
2020-07-05T18:05:37.320Z,36.0971667,-117.861,2.12,0.78,ml,17,86,0.02097,0.1,ci,ci39280655,2020-07-07T05:19:33.330Z,"10km NE of Coso Junction, CA",earthquake,0.17,0.16,0.162,8,reviewed,ci,ci
2020-07-05T18:04:43.550Z,38.8313332,-122.7908325,1.88,1.05,md,26,56,0.007076,0.05,nc,nc73422106,2020-07-05T18:34:03.427Z,"6km W of Cobb, CA",earthquake,0.2,0.37,0.1,6,automatic,nc,nc
2020-07-05T18:03:56.160Z,38.1398,-118.0098,0.1,1.3,ml,13,140.97,0.035,0.07,nn,nn00757134,2020-07-05T18:07:18.347Z,"29 km SSE of Mina, Nevada",earthquake,,3.9,,,automatic,nn,nn
2020-07-05T18:01:04.984Z,38.1218,-118.0094,1.7,2.6,ml,17,48.88,0.043,0.1905,nn,nn00757130,2020-07-06T02:19:48.378Z,"31 km SSE of Mina, Nevada",earthquake,,1,0.52,3,reviewed,nn,nn
2020-07-05T17:59:54.375Z,69.6763,-144.1769,0,3.3,ml,,,,0.96,ak,ak0208ljz158,2020-07-05T18:54:09.040Z,"55 km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-07-05T17:57:41.691Z,31.658,-104.3864,5,2.7,mb_lg,,108,0.408,0.76,us,us7000aicn,2020-07-05T18:05:47.040Z,"57 km S of Whites City, New Mexico",earthquake,1.6,1.9,0.062,67,reviewed,us,us
2020-07-05T17:56:45.390Z,19.4268341064453,-155.295333862305,1.58000004291534,1.88,ml,10,86,,0.170000002,hv,hv72031442,2020-07-05T18:02:23.630Z,"6 km WSW of Volcano, Hawaii",earthquake,0.53,0.99000001,0.23,10,automatic,hv,hv
2020-07-05T17:56:43.900Z,19.4163341522217,-155.279998779297,-0.189999997615814,1.92,ml,26,60,,0.129999995,hv,hv72031437,2020-07-05T18:02:17.600Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.150000006,0.38,17,automatic,hv,hv
2020-07-05T17:46:32.758Z,51.6551,-175.793,44.83,4.1,mb,,202,0.469,0.53,us,us7000aick,2020-07-05T21:15:20.909Z,"62 km ESE of Adak, Alaska",earthquake,7.4,15.2,0.131,16,reviewed,us,us
2020-07-05T17:39:28.601Z,62.8786,-149.2957,19.7,1.2,ml,,,,0.3,ak,ak0208ljuorg,2020-07-05T17:42:24.568Z,"59 km SSW of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-05T17:38:38.950Z,38.1333,-118.098,2.4,1.2,ml,14,162.36,0.051,0.09,nn,nn00757128,2020-07-05T18:01:59.462Z,"28 km S of Mina, Nevada",earthquake,,3.6,,,automatic,nn,nn
2020-07-05T17:31:23.240Z,37.4743333,-118.8105,6.18,1.4,md,9,177,0.1056,0.08,nc,nc73422096,2020-07-06T18:25:05.822Z,"15km SW of Toms Place, CA",earthquake,0.57,2.01,0.4,8,reviewed,nc,nc
2020-07-05T17:23:32.002Z,59.8319,-152.27,66.5,1.8,ml,,,,0.51,ak,ak0208ljr9js,2020-07-05T17:28:10.941Z,"25 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-05T17:22:14.170Z,40.1860008,-124.1735001,5.38,1.19,md,6,207,0.06442,0.17,nc,nc73422086,2020-07-05T20:58:02.281Z,"18km SSE of Petrolia, CA",earthquake,2.26,3.38,0.26,2,automatic,nc,nc
2020-07-05T17:21:38.240Z,32.8665,-116.224,9.06,2.11,ml,54,51,0.1104,0.22,ci,ci39280623,2020-07-05T17:32:13.160Z,"26km NW of Ocotillo, CA",earthquake,0.25,0.83,0.172,26,automatic,ci,ci
2020-07-05T17:20:55.660Z,32.7335,-116.6825,14.37,1.07,ml,21,59,0.05401,0.18,ci,ci39280607,2020-07-05T17:24:45.977Z,"14km SE of Alpine, CA",earthquake,0.32,0.59,0.288,14,automatic,ci,ci
2020-07-05T17:20:09.450Z,40.222332,-124.1651688,11.25,2.94,md,13,177,0.0285,0.13,nc,nc73422076,2020-07-05T20:15:05.003Z,"15km SE of Petrolia, CA",earthquake,0.79,0.53,0.12,11,automatic,nc,nc
2020-07-05T17:16:57.710Z,44.1188333,-115.0908333,10.14,2.69,ml,12,80,0.25,0.23,mb,mb80446769,2020-07-06T15:32:19.480Z,"16 km SW of Stanley, Idaho",earthquake,0.71,1.32,0.168,15,reviewed,mb,mb
2020-07-05T17:11:38.850Z,61.4085,-148.1412,8.4,1.6,ml,,,,0.7,ak,ak0208ljopi5,2020-07-05T17:14:47.145Z,"41 km E of Knik River, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-05T17:10:51.550Z,38.233,-117.6932,0.9,1.1,ml,11,119.98,0.038,0.18,nn,nn00757122,2020-07-05T17:32:37.959Z,"40 km ESE of Mina, Nevada",earthquake,,13.2,,,automatic,nn,nn
2020-07-05T17:05:52.490Z,44.3023333,-115.166,9.71,2.49,ml,18,66,0.272,0.23,mb,mb80446759,2020-07-06T15:40:32.960Z,"20 km WNW of Stanley, Idaho",earthquake,0.49,1.1,0.148,12,reviewed,mb,mb
2020-07-05T17:04:30.590Z,38.1405,-118.0065,1.9,0.7,ml,9,180.66,0.035,0.04,nn,nn00757118,2020-07-05T17:11:57.234Z,"29 km SSE of Mina, Nevada",earthquake,,9,,,automatic,nn,nn
2020-07-05T17:01:47.430Z,38.1805,-117.9567,5.2,1.2,ml,8,105.71,0.024,0.19,nn,nn00757117,2020-07-05T17:06:17.346Z,"26 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-05T17:00:35.460Z,37.4286667,-121.7818333,5.71,0.86,md,21,59,0.02619,0.08,nc,nc73422061,2020-07-06T17:46:08.357Z,"8km NNE of Alum Rock, CA",earthquake,0.24,0.35,0.197,18,reviewed,nc,nc
2020-07-05T16:59:53.700Z,38.1785,-117.8278,6.9,1.7,ml,12,136.59,0.5,0.23,nn,nn00757116,2020-07-05T17:03:38.956Z,"34 km SE of Mina, Nevada",earthquake,,2.5,,,automatic,nn,nn
2020-07-05T16:55:18.870Z,38.2023,-117.7212,6.8,1.2,ml,12,184.09,0.035,0.2,nn,nn00757113,2020-07-05T17:01:18.001Z,"39 km ESE of Mina, Nevada",earthquake,,18.5,,,automatic,nn,nn
2020-07-05T16:55:12.050Z,38.8321648,-122.8079987,2.24,1.07,md,23,46,0.008906,0.02,nc,nc73422051,2020-07-05T17:09:03.821Z,"7km W of Cobb, CA",earthquake,0.21,0.45,0.13,4,automatic,nc,nc
2020-07-05T16:55:10.563Z,66.3015,-157.1843,9.3,1.2,ml,,,,1.05,ak,ak0208ljcn80,2020-07-05T16:59:41.632Z,"65 km S of Shungnak, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-05T16:52:16.160Z,33.6593333,-116.7143333,13.67,0.89,ml,35,82,0.0517,0.21,ci,ci39280575,2020-07-06T14:20:20.640Z,"9km S of Idyllwild, CA",earthquake,0.35,0.5,0.148,26,reviewed,ci,ci
2020-07-05T16:52:02.635Z,60.4368,-143.0102,0,1.3,ml,,,,1,ak,ak0208ljbzgn,2020-07-05T17:04:34.056Z,"111 km S of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-05T16:51:40.539Z,36.20933333,-98.64033333,7,2.02,ml,100,51,0.1835639785,0.21,ok,ok2020ndcy,2020-07-06T22:38:09.464Z,"11 km NW of Longdale, Oklahoma",earthquake,,0.5,0.21,20,reviewed,ok,ok
2020-07-05T16:50:45.830Z,44.1283333,-115.0711667,2.47,2.1,ml,10,79,0.264,0.25,mb,mb80446739,2020-07-06T23:47:08.120Z,"14 km SW of Stanley, Idaho",earthquake,0.64,3.85,0.185,9,reviewed,mb,mb
2020-07-05T16:48:46.320Z,38.7598343,-122.732666,1.91,0.55,md,7,117,0.00635,0.02,nc,nc73422046,2020-07-05T17:42:03.030Z,"3km SE of The Geysers, CA",earthquake,0.37,0.65,0.05,2,automatic,nc,nc
2020-07-05T16:46:46.580Z,38.169,-117.9895,0.2,1.2,ml,14,78.04,0.027,0.08,nn,nn00757110,2020-07-05T16:56:38.796Z,"26 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-05T16:45:12.890Z,38.1483,-118.0113,2.3,0.9,ml,12,139.48,0.053,0.07,nn,nn00757109,2020-07-05T16:48:57.155Z,"28 km SSE of Mina, Nevada",earthquake,,8.3,,,automatic,nn,nn
2020-07-05T16:44:34.940Z,38.1445,-118.008,1.9,0.7,ml,13,142.56,0.035,0.08,nn,nn00757106,2020-07-05T16:48:18.266Z,"28 km SSE of Mina, Nevada",earthquake,,10.6,,,automatic,nn,nn
2020-07-05T16:44:07.250Z,38.7924995,-122.760498,2.85,0.56,md,7,147,0.02075,0.01,nc,nc73422041,2020-07-05T17:01:04.813Z,"2km NNW of The Geysers, CA",earthquake,0.56,2.24,,1,automatic,nc,nc
2020-07-05T16:39:55.310Z,35.8606667,-117.6705,8.85,0.21,ml,8,91,0.07434,0.02,ci,ci39280543,2020-07-05T16:43:27.421Z,"23km ESE of Little Lake, CA",earthquake,0.19,0.69,0.096,4,automatic,ci,ci
2020-07-05T16:33:54.120Z,38.164,-117.9438,8.9,1.4,ml,13,76.23,0.016,0.15,nn,nn00757104,2020-07-05T16:45:39.407Z,"28 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-05T16:32:05.674Z,63.6872,-149.8146,133.3,2.5,ml,,,,0.44,ak,ak0208lj7po3,2020-07-05T17:48:12.040Z,"44 km W of McKinley Park, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-07-05T16:25:29.400Z,19.1693325042725,-155.47900390625,31.7700004577637,1.90999997,md,39,204,,0.109999999,hv,hv72031367,2020-07-05T16:28:45.900Z,"3 km S of P?hala, Hawaii",earthquake,0.59,0.829999983,1.90999997,4,automatic,hv,hv
2020-07-05T16:24:02.980Z,38.784668,-122.7659988,1.83,0.56,md,8,100,0.01393,0.05,nc,nc73422031,2020-07-05T16:25:39.701Z,"1km NW of The Geysers, CA",earthquake,0.44,1.13,,1,automatic,nc,nc
2020-07-05T16:23:18.230Z,38.786335,-122.7703323,2.15,0.16,md,10,109,0.01535,0.02,nc,nc73422026,2020-07-05T16:24:55.724Z,"2km NW of The Geysers, CA",earthquake,0.36,0.84,0.09,2,automatic,nc,nc
2020-07-05T16:23:15.105Z,60.6782,-148.0678,10.2,1.4,ml,,,,0.59,ak,ak0208lj5snt,2020-07-05T16:28:11.531Z,"35 km ESE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-05T16:23:05.650Z,38.2333,-117.71,3.1,1,ml,14,122.48,0.052,0.05,nn,nn00757101,2020-07-05T16:35:18.639Z,"38 km ESE of Mina, Nevada",earthquake,,3.2,,,automatic,nn,nn
2020-07-05T16:22:40.380Z,33.3688333,-116.392,10.83,0.65,ml,23,53,0.06926,0.2,ci,ci39280527,2020-07-05T16:26:23.877Z,"13km N of Borrego Springs, CA",earthquake,0.34,0.73,0.115,14,automatic,ci,ci
2020-07-05T16:22:27.070Z,38.7878342,-122.7678299,0.98,1.68,md,26,80,0.01426,0.04,nc,nc73422021,2020-07-05T19:33:03.750Z,"2km NW of The Geysers, CA",earthquake,0.19,0.4,0.17,9,automatic,nc,nc
2020-07-05T16:21:13.580Z,38.786335,-122.7699966,1.53,0.43,md,10,126,0.01558,0.02,nc,nc73422016,2020-07-05T16:22:49.709Z,"2km NW of The Geysers, CA",earthquake,0.35,0.62,0.15,2,automatic,nc,nc
2020-07-05T16:20:49.150Z,38.7938347,-122.7956696,0.38,0.56,md,12,150,0.007981,0.04,nc,nc73422011,2020-07-05T16:22:24.842Z,"4km WNW of The Geysers, CA",earthquake,0.37,0.54,0.01,2,automatic,nc,nc
2020-07-05T16:19:53.350Z,38.7755013,-122.7696686,-0.85,0.62,md,6,191,0.02269,0.06,nc,nc73422006,2020-07-05T16:21:29.689Z,"1km W of The Geysers, CA",earthquake,0.68,2.34,0.36,2,automatic,nc,nc
2020-07-05T16:19:32.365Z,65.7059,-154.9467,0,1.2,ml,,,,0.85,ak,ak0208lj4z4k,2020-07-05T16:28:10.908Z,"49 km SW of Hughes, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-05T16:19:08.440Z,38.8030014,-122.7823334,0.58,1.03,md,20,60,0.01032,0.03,nc,nc73421996,2020-07-05T16:48:02.688Z,"4km NW of The Geysers, CA",earthquake,0.22,0.36,0.09,5,automatic,nc,nc
2020-07-05T16:17:13.530Z,33.3598333,-116.3846667,14.12,0.59,ml,17,59,0.06288,0.22,ci,ci39280511,2020-07-05T16:21:05.848Z,"12km N of Borrego Springs, CA",earthquake,0.5,0.89,0.132,9,automatic,ci,ci
2020-07-05T16:16:28.870Z,38.8046667,-122.7865,0.25,0.59,md,12,87,0.007627,0.03,nc,nc73421991,2020-07-05T22:04:03.711Z,"4km NW of The Geysers, CA",earthquake,0.27,0.26,,1,reviewed,nc,nc
2020-07-05T16:14:07.710Z,38.788,-122.7663333,0.92,3.97,mw,104,48,0.01363,0.07,nc,nc73421981,2020-07-07T06:03:09.570Z,"2km NW of The Geysers, CA",earthquake,0.08,0.12,,3,reviewed,nc,nc
2020-07-05T16:11:27.630Z,35.7085,-117.5038333,10.5,1.03,ml,15,165,0.1264,0.16,ci,ci39280503,2020-07-06T14:20:46.799Z,"11km SW of Searles Valley, CA",earthquake,0.42,0.81,0.122,10,reviewed,ci,ci
2020-07-05T16:07:16.407Z,60.1213,-152.9177,108.1,1.7,ml,,,,0.64,ak,ak0208lj2daj,2020-07-05T16:23:18.233Z,"68 km WNW of Happy Valley, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-07-05T16:04:07.796Z,61.5517,-149.9871,32.2,1.5,ml,,,,1.24,ak,ak0208lj1phm,2020-07-05T16:07:32.541Z,"3 km NNW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-05T15:58:34.650Z,58.0446667,-155.4156667,8.09,-0.33,ml,5,262,0.06002,0.07,av,av70906084,2020-07-07T21:58:17.310Z,"77 km NW of Karluk, Alaska",earthquake,0.89,0.6,0.151,4,reviewed,av,av
2020-07-05T15:53:10.980Z,33.1356667,-116.068,10.2,1.01,ml,24,42,0.08616,0.24,ci,ci39280479,2020-07-05T15:56:43.691Z,"6km E of Ocotillo Wells, CA",earthquake,0.47,1.18,0.196,16,automatic,ci,ci
2020-07-05T15:50:21.660Z,38.1547,-117.9648,7.5,0.8,ml,10,90.93,0.007,0.02,nn,nn00757097,2020-07-05T16:15:38.446Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-07-05T15:47:33.339Z,59.5931,-153.4057,105.2,1.8,ml,,,,0.57,ak,ak0208lipjl6,2020-07-05T16:05:51.597Z,"44 km ESE of Pedro Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-07-05T15:42:05.430Z,44.1318333,-115.0663333,4.32,2.51,ml,12,78,0.268,0.18,mb,mb80446714,2020-07-06T15:49:15.520Z,"13 km SW of Stanley, Idaho",earthquake,0.44,1.5,0.176,17,reviewed,mb,mb
2020-07-05T15:38:54.280Z,38.1977,-117.8392,13.2,1.3,ml,12,93.53,0.023,0.07,nn,nn00757094,2020-07-05T15:48:27.924Z,"31 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-05T15:38:08.830Z,38.1795,-117.8968,4.2,1.4,ml,15,115.51,0.022,0.1,nn,nn00757091,2020-07-05T15:48:19.710Z,"29 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-07-05T15:35:19.775Z,63.439,-149.9198,38.7,1.1,ml,,,,0.96,ak,ak0208limy09,2020-07-05T15:42:36.044Z,"48 km W of Cantwell, Alaska",earthquake,,1,,,automatic,ak,ak
2020-07-05T15:32:20.230Z,36.4681667,-118.0021667,7.22,1.81,ml,19,175,0.06893,0.27,ci,ci39280455,2020-07-05T15:36:04.553Z,"14km SSE of Lone Pine, CA",earthquake,0.58,1.2,0.204,21,automatic,ci,ci
2020-07-05T15:31:31.370Z,36.4651667,-117.9965,6.43,2.07,ml,19,171,0.07202,0.25,ci,ci39280447,2020-07-05T15:42:44.400Z,"15km SSE of Lone Pine, CA",earthquake,0.59,1.29,0.155,26,automatic,ci,ci
2020-07-05T15:29:34.876Z,36.3935,-117.5684,13.8,1.1,ml,12,209.65,0.455,0.4348,nn,nn00757087,2020-07-05T15:33:14.080Z,"14 km N of Darwin, California",earthquake,,1,0.12,7,reviewed,nn,nn
2020-07-05T15:25:42.010Z,19.4195003509521,-155.276672363281,0.00999999977648258,1.89,ml,24,47,,0.25999999,hv,hv72031282,2020-07-05T15:31:15.920Z,"5 km WSW of Volcano, Hawaii",earthquake,0.21,0.25999999,0.45,13,automatic,hv,hv
2020-07-05T15:16:16.100Z,36.4585,-117.9938333,6.19,1.96,ml,16,164,0.07204,0.22,ci,ci39280439,2020-07-05T15:27:38.820Z,"16km SSE of Lone Pine, CA",earthquake,0.56,1.18,0.167,24,automatic,ci,ci
2020-07-05T15:11:01.480Z,38.14,-118.0828,5.7,1.4,ml,11,142.88,0.297,0.04,nn,nn00757081,2020-07-05T15:17:17.200Z,"27 km S of Mina, Nevada",earthquake,,8.8,,,automatic,nn,nn
2020-07-05T15:10:40.720Z,38.1743,-117.8458,9.8,0.8,ml,10,109.65,0.032,0.02,nn,nn00757082,2020-07-05T15:17:25.981Z,"33 km SE of Mina, Nevada",earthquake,,3.5,,,automatic,nn,nn
2020-07-05T15:07:43.440Z,38.1388,-117.8777,11.5,1.1,ml,11,84.3,0.021,0.3,nn,nn00757080,2020-07-05T15:12:58.552Z,"34 km SE of Mina, Nevada",earthquake,,3.7,,,automatic,nn,nn
2020-07-05T15:04:11.100Z,33.0105,-116.024,4.78,1.61,ml,40,31,0.1317,0.28,ci,ci39280431,2020-07-05T15:07:57.754Z,"18km SE of Ocotillo Wells, CA",earthquake,0.35,1.34,0.188,27,automatic,ci,ci
2020-07-05T14:51:02.690Z,38.1253,-118.016,0.5,1.7,ml,11,143.15,0.037,0.14,nn,nn00757073,2020-07-05T14:56:38.539Z,"30 km SSE of Mina, Nevada",earthquake,,5.5,,,automatic,nn,nn
2020-07-05T14:45:12.117Z,61.1595,-149.573,32.8,1.2,ml,,,,0.49,ak,ak0208li3myz,2020-07-05T14:49:59.827Z,"11 km SSE of Elmendorf Air Force Base, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-05T14:41:20.670Z,17.9336,-66.9335,12,2.75,md,22,202,0.0683,0.21,pr,pr2020187011,2020-07-05T22:43:48.074Z,"5 km SSW of Guánica, Puerto Rico",earthquake,0.62,0.36,0.25,8,reviewed,pr,pr
2020-07-05T14:41:17.719Z,36.45566667,-98.76433333,7.72,1.83,ml,53,74,0.02879434957,0.15,ok,ok2020ncyq,2020-07-06T22:26:41.987Z,"17 km SE of Waynoka, Oklahoma",earthquake,,0.2,0.23,12,reviewed,ok,ok
2020-07-05T14:29:45.640Z,48.4616666666667,-123.363666666667,18.99,1.13,ml,8,168,0.05497,0.29,uw,uw61653826,2020-07-05T17:04:34.700Z,"3 km NNW of Victoria, Canada",earthquake,2.17,1.46,0.0698986941718558,4,reviewed,uw,uw
2020-07-05T14:23:37.880Z,38.1905,-117.7738,8,1.9,ml,27,82.97,0.014,0.07,nn,nn00757068,2020-07-05T14:52:02.808Z,"36 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-07-05T14:22:55.490Z,38.0957,-118.2112,0.9,0.9,ml,11,205.61,0.161,0.02,nn,nn00757069,2020-07-05T14:52:10.130Z,"33 km SSW of Mina, Nevada",earthquake,,8.2,,,automatic,nn,nn
2020-07-05T14:21:32.200Z,33.6811667,-116.7541667,13.99,0.28,ml,11,108,0.0448,0.06,ci,ci39280399,2020-07-06T17:49:04.615Z,"7km SSW of Idyllwild, CA",earthquake,0.25,0.37,0.013,3,reviewed,ci,ci
2020-07-05T14:20:20.070Z,40.7428333,-112.0698333,7.64,0.66,md,13,82,0.0124,0.1,uu,uu60400527,2020-07-06T13:33:03.740Z,"4 km NE of Magna, Utah",earthquake,0.38,0.85,0.138,6,reviewed,uu,uu
2020-07-05T14:18:50.360Z,35.8935,-117.7195,8.29,1.23,ml,18,62,0.07807,0.09,ci,ci39280391,2020-07-05T14:22:34.322Z,"18km ESE of Little Lake, CA",earthquake,0.16,0.51,0.231,19,automatic,ci,ci
2020-07-05T14:16:39.540Z,35.7438333,-117.5695,2.1,1.78,ml,24,64,0.07528,0.17,ci,ci39280383,2020-07-06T14:22:25.180Z,"15km W of Searles Valley, CA",earthquake,0.26,0.55,0.102,26,reviewed,ci,ci
2020-07-05T14:16:01.530Z,38.8246651,-122.7808304,1.59,1.05,md,19,48,0.01031,0.02,nc,nc73421916,2020-07-05T15:01:03.054Z,"5km W of Cobb, CA",earthquake,0.21,0.39,0.06,4,automatic,nc,nc
2020-07-05T14:15:47.240Z,38.1585,-117.9485,12,1.7,ml,16,89.62,0.013,0.13,nn,nn00757064,2020-07-05T14:24:40.939Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-05T14:10:00.240Z,44.3606667,-115.4551667,0.32,1.64,ml,9,95,0.248,0.23,mb,mb80446694,2020-07-07T23:24:35.260Z,"33 km NNE of Lowman, Idaho",earthquake,0.64,2.33,0.181,8,reviewed,mb,mb
2020-07-05T14:07:55.900Z,37.5216667,-118.7871667,5.37,1.45,md,25,113,0.05508,0.04,nc,nc73421906,2020-07-06T19:32:03.881Z,"10km WSW of Toms Place, CA",earthquake,0.23,0.69,0.254,21,reviewed,nc,nc
2020-07-05T14:06:45.960Z,53.8658333,-166.7631667,7.58,0.18,ml,5,111,0.04901,0.18,av,av62192301,2020-07-06T18:44:18.150Z,"14 km W of Dutch Harbor, Alaska",earthquake,0.54,1.72,0.243,5,reviewed,av,av
2020-07-05T14:04:30.700Z,52.0568333,-176.1063333,4.59,-0.63,ml,6,96,0.02507,0.17,av,av70906079,2020-07-07T21:51:13.630Z,"41 km ENE of Adak, Alaska",earthquake,0.51,0.93,0.299,6,reviewed,av,av
2020-07-05T13:47:05.840Z,38.0345,-118.8178,7,0.9,ml,11,109.13,0.327,0.1,nn,nn00757062,2020-07-05T14:16:36.125Z,"28 km ENE of Lee Vining, California",earthquake,,12,,,automatic,nn,nn
2020-07-05T13:43:43.010Z,38.1523,-118.04,0.8,1.3,ml,10,151.38,0.026,0.26,nn,nn00757060,2020-07-05T13:48:58.227Z,"27 km SSE of Mina, Nevada",earthquake,,8.8,,,automatic,nn,nn
2020-07-05T13:40:49.400Z,38.1927,-117.7428,12.9,1.6,ml,22,127.48,0.023,0.08,nn,nn00757057,2020-07-05T13:44:40.293Z,"38 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-07-05T13:36:33.640Z,38.8149986,-122.8228302,1.92,1.14,md,26,53,0.007878,0.04,nc,nc73421891,2020-07-05T16:58:02.760Z,"7km NW of The Geysers, CA",earthquake,0.19,0.35,0.1,5,automatic,nc,nc
2020-07-05T13:27:06.020Z,53.8603333,-166.7535,7.67,1.24,ml,7,97,0.04613,0.09,av,av62192286,2020-07-06T18:39:48.920Z,"14 km WSW of Dutch Harbor, Alaska",earthquake,0.34,0.43,0.183,6,reviewed,av,av
2020-07-05T13:26:23.484Z,-6.2684,128.1441,357.85,4.1,mb,,67,3.563,0.51,us,us7000aiac,2020-07-05T14:02:23.040Z,"279 km NNE of Lospalos, Timor Leste",earthquake,9.5,9.7,0.131,16,reviewed,us,us
2020-07-05T13:23:46.850Z,35.726,-117.5536667,4.23,0.57,ml,9,152,0.09638,0.16,ci,ci39280359,2020-07-05T13:27:16.567Z,"14km WSW of Searles Valley, CA",earthquake,0.55,1.43,0.126,8,automatic,ci,ci
2020-07-05T13:22:01.310Z,59.9019,-139.2329,5.8,1.3,ml,,,,0.5,ak,ak0208lhd927,2020-07-05T13:26:51.878Z,"48 km NE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
